sex,age,race,hispanic,educ,empstat,hrs_wk,income,deg_bachelors,deg_masters,deg_profession,deg_phd,i_female,i_black,i_white,i_hispanic,i_workforce,i_employed
Male,66,Black,Non-Hispanic,8,Not in labor force,0,2400,0,0,0,0,0,1,0,0,0,0
Female,63,White,Non-Hispanic,12,Employed,40,38000,0,0,0,0,1,0,1,0,1,1
Female,66,White,Non-Hispanic,12,Not in labor force,0,12000,0,0,0,0,1,0,1,0,0,0
Female,55,White,Non-Hispanic,16,Employed,45,130000,1,0,0,0,1,0,1,0,1,1
Female,62,White,Non-Hispanic,12,Not in labor force,0,402000,0,0,0,0,1,0,1,0,0,0
Female,37,White,Non-Hispanic,17,Employed,16,5600,1,1,0,0,1,0,1,0,1,1
Female,18,Black,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,1,0,0,0,0
Male,45,White,Non-Hispanic,13,Not in labor force,40,10000,0,0,0,0,0,0,1,0,0,0
Male,45,White,Non-Hispanic,16,Employed,40,130000,1,0,0,0,0,0,1,0,1,1
Female,72,White,Hispanic,8,Not in labor force,0,10700,0,0,0,0,1,0,1,1,0,0
Female,36,White,Non-Hispanic,12,Employed,24,36000,0,0,0,0,1,0,1,0,1,1
Male,79,Black,Non-Hispanic,12,Not in labor force,0,15100,0,0,0,0,0,1,0,0,0,0
Male,49,White,Non-Hispanic,16,Employed,40,63000,1,0,0,0,0,0,1,0,1,1
Male,45,Other,Non-Hispanic,12,Employed,40,168000,0,0,0,0,0,0,0,0,1,1
Female,54,Other,Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Male,53,Other,Hispanic,10,Not in labor force,40,48000,0,0,0,0,0,0,0,1,0,0
Male,59,White,Non-Hispanic,8,Not in labor force,0,20800,0,0,0,0,0,0,1,0,0,0
Female,57,White,Non-Hispanic,16,Employed,40,55000,1,0,0,0,1,0,1,0,1,1
Female,28,Black,Non-Hispanic,16,Employed,40,150000,1,0,0,0,1,1,0,0,1,1
Male,76,White,Non-Hispanic,12,Employed,10,69000,0,0,0,0,0,0,1,0,1,1
Male,28,White,Non-Hispanic,12,Employed,40,64000,0,0,0,0,0,0,1,0,1,1
Female,74,White,Non-Hispanic,17,Not in labor force,0,28800,1,1,0,0,1,0,1,0,0,0
Male,78,Black,Non-Hispanic,12,Employed,45,233000,0,0,0,0,0,1,0,0,1,1
Male,27,Other,Non-Hispanic,12,Employed,80,100000,0,0,0,0,0,0,0,0,1,1
Female,59,White,Non-Hispanic,17,Not in labor force,0,0,1,0,1,0,1,0,1,0,0,0
Male,67,White,Non-Hispanic,12,Not in labor force,0,25610,0,0,0,0,0,0,1,0,0,0
Male,76,White,Non-Hispanic,16,Not in labor force,0,16200,1,0,0,0,0,0,1,0,0,0
Male,26,White,Non-Hispanic,13,Employed,36,33000,0,0,0,0,0,0,1,0,1,1
Female,55,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,73,White,Non-Hispanic,17,Not in labor force,0,188700,1,0,0,1,0,0,1,0,0,0
Male,43,Other,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
Female,30,White,Non-Hispanic,12,Employed,38,49500,0,0,0,0,1,0,1,0,1,1
Female,77,White,Hispanic,14,Not in labor force,0,23100,0,0,0,0,1,0,1,1,0,0
Male,26,Other,Hispanic,14,Employed,50,85000,0,0,0,0,0,0,0,1,1,1
Male,69,White,Non-Hispanic,16,Employed,28,428300,1,0,0,0,0,0,1,0,1,1
Female,65,Black,Non-Hispanic,14,Not in labor force,0,7200,0,0,0,0,1,1,0,0,0,0
Male,23,Other,Hispanic,12,Employed,40,30000,0,0,0,0,0,0,0,1,1,1
Male,56,White,Non-Hispanic,16,Employed,40,145000,1,0,0,0,0,0,1,0,1,1
Male,54,White,Non-Hispanic,12,Employed,99,50000,0,0,0,0,0,0,1,0,1,1
Female,50,Other,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,0,0,0,0
Female,27,Other,Hispanic,12,Employed,40,30000,0,0,0,0,1,0,0,1,1,1
Male,51,White,Non-Hispanic,13,Employed,40,20800,0,0,0,0,0,0,1,0,1,1
Female,39,Other,Hispanic,16,Employed,40,54000,1,0,0,0,1,0,0,1,1,1
Female,42,White,Non-Hispanic,12,Employed,40,45000,0,0,0,0,1,0,1,0,1,1
Female,85,White,Non-Hispanic,12,Not in labor force,0,3500,0,0,0,0,1,0,1,0,0,0
Female,56,White,Non-Hispanic,17,Employed,55,100000,1,0,1,0,1,0,1,0,1,1
Female,51,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,72,White,Non-Hispanic,17,Not in labor force,0,22000,1,0,0,1,1,0,1,0,0,0
Female,66,White,Non-Hispanic,14,Employed,40,53000,0,0,0,0,1,0,1,0,1,1
Male,23,White,Non-Hispanic,12,Employed,40,35800,0,0,0,0,0,0,1,0,1,1
Male,23,Other,Non-Hispanic,14,Employed,40,17900,0,0,0,0,0,0,0,0,1,1
Female,72,White,Non-Hispanic,12,Not in labor force,0,14600,0,0,0,0,1,0,1,0,0,0
Female,57,Other,Non-Hispanic,16,Employed,30,60000,1,0,0,0,1,0,0,0,1,1
Female,73,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,92,Other,Hispanic,,Not in labor force,0,20000,0,0,0,0,0,0,0,1,0,0
Female,47,AIAN,Hispanic,13,Employed,55,45000,0,0,0,0,1,0,0,1,1,1
Male,73,White,Non-Hispanic,8,Employed,5,32000,0,0,0,0,0,0,1,0,1,1
Male,21,White,Non-Hispanic,16,Not in labor force,40,4000,1,0,0,0,0,0,1,0,0,0
Female,28,White,Non-Hispanic,16,Employed,40,114000,1,0,0,0,1,0,1,0,1,1
Male,46,White,Non-Hispanic,17,Employed,40,135000,1,1,0,0,0,0,1,0,1,1
Male,55,White,Non-Hispanic,13,Employed,75,55000,0,0,0,0,0,0,1,0,1,1
Male,47,White,Non-Hispanic,12,Employed,60,100000,0,0,0,0,0,0,1,0,1,1
Female,68,White,Non-Hispanic,14,Not in labor force,8,12500,0,0,0,0,1,0,1,0,0,0
Male,81,White,Non-Hispanic,12,Employed,6,5000,0,0,0,0,0,0,1,0,1,1
Male,42,White,Non-Hispanic,17,Employed,40,59000,1,1,0,0,0,0,1,0,1,1
Male,20,Other,Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Female,19,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,35,White,Non-Hispanic,17,Employed,45,50000,1,1,0,0,1,0,1,0,1,1
Male,70,White,Non-Hispanic,16,Not in labor force,0,80000,1,0,0,0,0,0,1,0,0,0
Female,25,Other,Non-Hispanic,16,Employed,40,35560,1,0,0,0,1,0,0,0,1,1
Female,63,Black,Hispanic,17,Employed,20,5000,1,1,0,0,1,1,0,1,1,1
Male,67,White,Non-Hispanic,16,Not in labor force,0,127000,1,0,0,0,0,0,1,0,0,0
Male,56,Chinese,Non-Hispanic,16,Employed,8,30000,1,0,0,0,0,0,0,0,1,1
Male,23,Other,Hispanic,12,Employed,45,58000,0,0,0,0,0,0,0,1,1,1
Female,61,Other,Hispanic,4,Employed,23,2200,0,0,0,0,1,0,0,1,1,1
Male,64,White,Non-Hispanic,13,Employed,70,17000,0,0,0,0,0,0,1,0,1,1
Male,49,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,68,White,Non-Hispanic,17,Not in labor force,0,78000,1,1,0,0,1,0,1,0,0,0
Male,56,Other,Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,0,1,0,0
Male,34,Other,Hispanic,12,Employed,40,25000,0,0,0,0,0,0,0,1,1,1
Female,86,Black,Non-Hispanic,17,Unemployed,4,23900,1,1,0,0,1,1,0,0,1,0
Female,67,White,Non-Hispanic,13,Not in labor force,0,8500,0,0,0,0,1,0,1,0,0,0
Female,28,Other,Hispanic,12,Employed,40,40000,0,0,0,0,1,0,0,1,1,1
Female,38,White,Non-Hispanic,13,Employed,40,77800,0,0,0,0,1,0,1,0,1,1
Female,31,White,Hispanic,8,Not in labor force,0,0,0,0,0,0,1,0,1,1,0,0
Male,45,Other,Non-Hispanic,17,Employed,35,27300,1,1,0,0,0,0,0,0,1,1
Male,53,White,Non-Hispanic,13,Employed,40,22000,0,0,0,0,0,0,1,0,1,1
Male,72,White,Non-Hispanic,16,Not in labor force,0,76330,1,0,0,0,0,0,1,0,0,0
Male,65,White,Non-Hispanic,16,Not in labor force,0,180800,1,0,0,0,0,0,1,0,0,0
Female,61,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Male,62,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,54,White,Non-Hispanic,16,Employed,40,38300,1,0,0,0,1,0,1,0,1,1
Female,56,White,Non-Hispanic,14,Not in labor force,40,650,0,0,0,0,1,0,1,0,0,0
Male,72,Other,Non-Hispanic,14,Employed,30,37000,0,0,0,0,0,0,0,0,1,1
Male,29,White,Non-Hispanic,16,Employed,50,90000,1,0,0,0,0,0,1,0,1,1
Female,51,Other,Non-Hispanic,13,Employed,40,68000,0,0,0,0,1,0,0,0,1,1
Female,61,Black,Non-Hispanic,,Not in labor force,0,16700,0,0,0,0,1,1,0,0,0,0
Female,31,Black,Non-Hispanic,16,Employed,40,36500,1,0,0,0,1,1,0,0,1,1
Male,28,Other,Hispanic,12,Employed,40,22100,0,0,0,0,0,0,0,1,1,1
Male,26,White,Non-Hispanic,16,Employed,20,13500,1,0,0,0,0,0,1,0,1,1
Female,35,White,Non-Hispanic,14,Employed,57,81000,0,0,0,0,1,0,1,0,1,1
Male,85,White,Non-Hispanic,17,Not in labor force,0,27700,1,0,1,0,0,0,1,0,0,0
Male,24,White,Non-Hispanic,13,Employed,40,18000,0,0,0,0,0,0,1,0,1,1
Female,48,White,Non-Hispanic,12,Not in labor force,0,19700,0,0,0,0,1,0,1,0,0,0
Male,52,White,Non-Hispanic,12,Employed,40,97000,0,0,0,0,0,0,1,0,1,1
Female,37,White,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,1,0,0,0
Female,56,Other,Hispanic,,Employed,50,25000,0,0,0,0,1,0,0,1,1,1
Female,71,White,Non-Hispanic,,Not in labor force,0,15000,0,0,0,0,1,0,1,0,0,0
Male,79,Japanese,Non-Hispanic,13,Not in labor force,0,43200,0,0,0,0,0,0,0,0,0,0
Female,59,White,Non-Hispanic,17,Employed,60,260000,1,1,0,0,1,0,1,0,1,1
Male,47,White,Non-Hispanic,13,Employed,40,50000,0,0,0,0,0,0,1,0,1,1
Female,89,White,Non-Hispanic,12,Not in labor force,0,10100,0,0,0,0,1,0,1,0,0,0
Female,40,Other,Non-Hispanic,16,Employed,45,20000,1,0,0,0,1,0,0,0,1,1
Female,22,White,Non-Hispanic,16,Not in labor force,20,3400,1,0,0,0,1,0,1,0,0,0
Female,18,Other,Hispanic,12,Employed,35,22000,0,0,0,0,1,0,0,1,1,1
Male,53,Other,Hispanic,17,Employed,40,120000,1,1,0,0,0,0,0,1,1,1
Female,32,Other,Non-Hispanic,17,Unemployed,0,0,1,1,0,0,1,0,0,0,1,0
Male,61,Black,Non-Hispanic,17,Employed,40,4200,1,0,0,1,0,1,0,0,1,1
Female,75,White,Non-Hispanic,12,Not in labor force,0,7000,0,0,0,0,1,0,1,0,0,0
Male,48,White,Non-Hispanic,12,Employed,40,72000,0,0,0,0,0,0,1,0,1,1
Male,31,White,Non-Hispanic,14,Employed,48,120000,0,0,0,0,0,0,1,0,1,1
Female,40,Black,Non-Hispanic,17,Employed,40,90000,1,1,0,0,1,1,0,0,1,1
Male,50,White,Non-Hispanic,16,Employed,30,52500,1,0,0,0,0,0,1,0,1,1
Male,92,Black,Non-Hispanic,17,Not in labor force,0,28700,1,1,0,0,0,1,0,0,0,0
Male,40,White,Non-Hispanic,17,Employed,40,35600,1,1,0,0,0,0,1,0,1,1
Male,61,White,Non-Hispanic,12,Unemployed,0,0,0,0,0,0,0,0,1,0,1,0
Male,59,Other,Hispanic,12,Employed,35,59000,0,0,0,0,0,0,0,1,1,1
Male,59,White,Non-Hispanic,12,Employed,40,35000,0,0,0,0,0,0,1,0,1,1
Female,48,Other,Hispanic,8,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Female,69,White,Non-Hispanic,13,Not in labor force,8,33600,0,0,0,0,1,0,1,0,0,0
Male,42,White,Non-Hispanic,13,Employed,40,112600,0,0,0,0,0,0,1,0,1,1
Male,61,White,Non-Hispanic,12,Employed,40,48000,0,0,0,0,0,0,1,0,1,1
Male,69,White,Non-Hispanic,17,Not in labor force,0,45000,1,0,0,1,0,0,1,0,0,0
Female,68,White,Non-Hispanic,12,Not in labor force,0,33900,0,0,0,0,1,0,1,0,0,0
Male,62,White,Non-Hispanic,12,Employed,40,50000,0,0,0,0,0,0,1,0,1,1
Male,57,White,Non-Hispanic,17,Employed,45,85000,1,1,0,0,0,0,1,0,1,1
Female,20,White,Non-Hispanic,13,Not in labor force,50,16000,0,0,0,0,1,0,1,0,0,0
Female,67,Other,Non-Hispanic,16,Not in labor force,0,22200,1,0,0,0,1,0,0,0,0,0
Male,38,Other,Non-Hispanic,12,Unemployed,0,0,0,0,0,0,0,0,0,0,1,0
Female,59,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
Male,63,Black,Non-Hispanic,12,Employed,40,23000,0,0,0,0,0,1,0,0,1,1
Male,26,White,Non-Hispanic,16,Employed,40,40000,1,0,0,0,0,0,1,0,1,1
Male,21,Other,Hispanic,12,Employed,40,10000,0,0,0,0,0,0,0,1,1,1
Female,18,White,Non-Hispanic,12,Not in labor force,20,7800,0,0,0,0,1,0,1,0,0,0
Male,35,White,Non-Hispanic,12,Employed,50,55000,0,0,0,0,0,0,1,0,1,1
Female,39,White,Non-Hispanic,17,Employed,60,65000,1,1,0,0,1,0,1,0,1,1
Female,46,Other,Non-Hispanic,16,Employed,38,58000,1,0,0,0,1,0,0,0,1,1
Female,62,White,Non-Hispanic,12,Not in labor force,0,31200,0,0,0,0,1,0,1,0,0,0
Female,55,Black,Non-Hispanic,16,Employed,6,25000,1,0,0,0,1,1,0,0,1,1
Female,22,White,Non-Hispanic,16,Employed,40,6000,1,0,0,0,1,0,1,0,1,1
Female,48,White,Non-Hispanic,12,Employed,40,39700,0,0,0,0,1,0,1,0,1,1
Male,66,Black,Non-Hispanic,12,Not in labor force,0,12800,0,0,0,0,0,1,0,0,0,0
Female,30,Other,Non-Hispanic,17,Employed,40,78000,1,1,0,0,1,0,0,0,1,1
Male,61,White,Non-Hispanic,10,Employed,40,33000,0,0,0,0,0,0,1,0,1,1
Female,25,Other,Non-Hispanic,16,Employed,40,23600,1,0,0,0,1,0,0,0,1,1
Female,38,White,Non-Hispanic,12,Employed,50,20000,0,0,0,0,1,0,1,0,1,1
Male,74,White,Non-Hispanic,12,Employed,38,109400,0,0,0,0,0,0,1,0,1,1
Female,33,White,Non-Hispanic,12,Employed,30,17000,0,0,0,0,1,0,1,0,1,1
Female,34,White,Non-Hispanic,12,Not in labor force,0,8400,0,0,0,0,1,0,1,0,0,0
Male,48,Other,Hispanic,9,Employed,40,15000,0,0,0,0,0,0,0,1,1,1
Female,28,White,Non-Hispanic,16,Employed,30,20000,1,0,0,0,1,0,1,0,1,1
Female,52,White,Non-Hispanic,12,Employed,35,30000,0,0,0,0,1,0,1,0,1,1
Female,76,Other,Non-Hispanic,14,Not in labor force,0,0,0,0,0,0,1,0,0,0,0,0
Male,72,White,Non-Hispanic,16,Not in labor force,0,14110,1,0,0,0,0,0,1,0,0,0
Female,29,White,Non-Hispanic,16,Employed,40,38000,1,0,0,0,1,0,1,0,1,1
Female,40,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,0,0,0
Male,26,White,Non-Hispanic,12,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,45,Other,Hispanic,12,Employed,38,15600,0,0,0,0,1,0,0,1,1,1
Female,35,White,Hispanic,16,Not in labor force,0,0,1,0,0,0,1,0,1,1,0,0
Female,22,White,Non-Hispanic,14,Employed,36,25000,0,0,0,0,1,0,1,0,1,1
Female,49,White,Non-Hispanic,12,Not in labor force,30,30000,0,0,0,0,1,0,1,0,0,0
Female,82,White,Non-Hispanic,11,Not in labor force,0,15600,0,0,0,0,1,0,1,0,0,0
Male,58,White,Non-Hispanic,14,Employed,42,78000,0,0,0,0,0,0,1,0,1,1
Female,22,White,Hispanic,12,Employed,11,5400,0,0,0,0,1,0,1,1,1,1
Male,44,White,Non-Hispanic,14,Employed,50,132500,0,0,0,0,0,0,1,0,1,1
Female,47,Other,Non-Hispanic,17,Employed,38,66700,1,1,0,0,1,0,0,0,1,1
Female,64,Black,Non-Hispanic,16,Employed,40,75000,1,0,0,0,1,1,0,0,1,1
Female,54,White,Non-Hispanic,17,Employed,35,76000,1,1,0,0,1,0,1,0,1,1
Male,55,White,Non-Hispanic,12,Employed,20,14600,0,0,0,0,0,0,1,0,1,1
Female,78,White,Non-Hispanic,12,Not in labor force,0,14700,0,0,0,0,1,0,1,0,0,0
Male,80,White,Non-Hispanic,12,Not in labor force,0,54200,0,0,0,0,0,0,1,0,0,0
Male,75,White,Non-Hispanic,12,Not in labor force,0,11000,0,0,0,0,0,0,1,0,0,0
Female,20,White,Non-Hispanic,13,Employed,25,4300,0,0,0,0,1,0,1,0,1,1
Male,80,Black,Non-Hispanic,17,Not in labor force,0,71000,1,1,0,0,0,1,0,0,0,0
Female,45,Black,Non-Hispanic,12,Unemployed,0,0,0,0,0,0,1,1,0,0,1,0
Male,93,White,Non-Hispanic,8,Not in labor force,0,3600,0,0,0,0,0,0,1,0,0,0
Male,70,White,Non-Hispanic,14,Not in labor force,0,23000,0,0,0,0,0,0,1,0,0,0
Female,23,Other,Non-Hispanic,12,Employed,25,12200,0,0,0,0,1,0,0,0,1,1
Female,81,Other,Hispanic,,Not in labor force,0,0,0,0,0,0,1,0,0,1,0,0
Male,80,White,Non-Hispanic,16,Not in labor force,0,50000,1,0,0,0,0,0,1,0,0,0
Male,18,Other,Hispanic,12,Employed,20,4500,0,0,0,0,0,0,0,1,1,1
Male,48,White,Non-Hispanic,8,Employed,40,147300,0,0,0,0,0,0,1,0,1,1
Male,57,Other,Hispanic,11,Employed,40,2900,0,0,0,0,0,0,0,1,1,1
Male,66,White,Non-Hispanic,13,Employed,40,122000,0,0,0,0,0,0,1,0,1,1
Female,60,Other,Non-Hispanic,12,Employed,40,75000,0,0,0,0,1,0,0,0,1,1
Male,62,Black,Non-Hispanic,16,Not in labor force,1,1140,1,0,0,0,0,1,0,0,0,0
Male,41,White,Non-Hispanic,16,Not in labor force,0,0,1,0,0,0,0,0,1,0,0,0
Male,26,White,Non-Hispanic,12,Employed,36,96900,0,0,0,0,0,0,1,0,1,1
Female,42,White,Non-Hispanic,17,Employed,50,56000,1,1,0,0,1,0,1,0,1,1
Female,34,White,Non-Hispanic,16,Employed,39,48000,1,0,0,0,1,0,1,0,1,1
Male,65,Other,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,0,0,0,0
Female,43,Black,Non-Hispanic,12,Unemployed,0,850,0,0,0,0,1,1,0,0,1,0
Female,89,White,Hispanic,12,Not in labor force,0,13000,0,0,0,0,1,0,1,1,0,0
Male,60,White,Non-Hispanic,12,Not in labor force,0,20000,0,0,0,0,0,0,1,0,0,0
Female,38,Chinese,Non-Hispanic,16,Employed,45,100000,1,0,0,0,1,0,0,0,1,1
Male,46,White,Non-Hispanic,12,Not in labor force,0,6400,0,0,0,0,0,0,1,0,0,0
Female,36,White,Non-Hispanic,13,Employed,40,68500,0,0,0,0,1,0,1,0,1,1
Male,45,White,Non-Hispanic,17,Employed,55,579000,1,1,0,0,0,0,1,0,1,1
Male,55,White,Hispanic,13,Employed,40,35000,0,0,0,0,0,0,1,1,1,1
Female,88,White,Non-Hispanic,13,Not in labor force,0,25200,0,0,0,0,1,0,1,0,0,0
Female,75,White,Non-Hispanic,17,Not in labor force,0,105000,1,1,0,0,1,0,1,0,0,0
Male,70,White,Non-Hispanic,12,Not in labor force,0,22100,0,0,0,0,0,0,1,0,0,0
Female,38,White,Non-Hispanic,13,Employed,35,22300,0,0,0,0,1,0,1,0,1,1
Male,64,White,Non-Hispanic,14,Not in labor force,45,57300,0,0,0,0,0,0,1,0,0,0
Male,61,White,Non-Hispanic,14,Employed,48,27000,0,0,0,0,0,0,1,0,1,1
Female,54,White,Non-Hispanic,17,Employed,40,153000,1,1,0,0,1,0,1,0,1,1
Male,71,White,Non-Hispanic,13,Employed,50,70000,0,0,0,0,0,0,1,0,1,1
Male,73,Other,Hispanic,,Not in labor force,0,12700,0,0,0,0,0,0,0,1,0,0
Male,36,White,Non-Hispanic,12,Employed,50,100000,0,0,0,0,0,0,1,0,1,1
Female,35,White,Non-Hispanic,17,Employed,34,100000,1,0,1,0,1,0,1,0,1,1
Female,26,Other,Hispanic,12,Not in labor force,15,3000,0,0,0,0,1,0,0,1,0,0
Male,49,Black,Non-Hispanic,12,Employed,40,65000,0,0,0,0,0,1,0,0,1,1
Female,76,White,Non-Hispanic,16,Not in labor force,0,28000,1,0,0,0,1,0,1,0,0,0
Male,36,White,Non-Hispanic,17,Employed,50,60000,1,1,0,0,0,0,1,0,1,1
Male,49,White,Non-Hispanic,13,Employed,40,158500,0,0,0,0,0,0,1,0,1,1
Male,23,White,Non-Hispanic,16,Employed,40,50000,1,0,0,0,0,0,1,0,1,1
Female,65,White,Non-Hispanic,10,Employed,32,25000,0,0,0,0,1,0,1,0,1,1
Female,64,Other,Hispanic,4,Not in labor force,0,13200,0,0,0,0,1,0,0,1,0,0
Male,42,White,Non-Hispanic,12,Employed,32,105040,0,0,0,0,0,0,1,0,1,1
Female,31,Other,Non-Hispanic,17,Employed,40,52800,1,1,0,0,1,0,0,0,1,1
Male,44,White,Non-Hispanic,12,Employed,40,14000,0,0,0,0,0,0,1,0,1,1
Male,59,White,Non-Hispanic,12,Employed,50,100000,0,0,0,0,0,0,1,0,1,1
Male,76,White,Non-Hispanic,10,Not in labor force,0,34800,0,0,0,0,0,0,1,0,0,0
Female,43,White,Non-Hispanic,14,Employed,40,45000,0,0,0,0,1,0,1,0,1,1
Male,35,Other,Non-Hispanic,12,Employed,40,65000,0,0,0,0,0,0,0,0,1,1
Male,40,White,Non-Hispanic,12,Employed,50,60000,0,0,0,0,0,0,1,0,1,1
Male,65,White,Non-Hispanic,16,Not in labor force,0,2000,1,0,0,0,0,0,1,0,0,0
Female,43,White,Non-Hispanic,17,Employed,40,25000,1,1,0,0,1,0,1,0,1,1
Female,25,White,Non-Hispanic,14,Employed,40,35000,0,0,0,0,1,0,1,0,1,1
Male,21,White,Non-Hispanic,13,Not in labor force,40,34000,0,0,0,0,0,0,1,0,0,0
Male,67,White,Non-Hispanic,13,Not in labor force,0,19900,0,0,0,0,0,0,1,0,0,0
Female,76,White,Non-Hispanic,13,Not in labor force,5,67200,0,0,0,0,1,0,1,0,0,0
Female,46,White,Non-Hispanic,16,Employed,30,35000,1,0,0,0,1,0,1,0,1,1
Male,19,Other,Non-Hispanic,12,Employed,40,4000,0,0,0,0,0,0,0,0,1,1
Female,52,Other,Hispanic,12,Employed,40,26000,0,0,0,0,1,0,0,1,1,1
Female,39,White,Non-Hispanic,12,Employed,40,30000,0,0,0,0,1,0,1,0,1,1
Male,82,White,Non-Hispanic,12,Not in labor force,0,34200,0,0,0,0,0,0,1,0,0,0
Female,57,White,Non-Hispanic,14,Employed,45,55000,0,0,0,0,1,0,1,0,1,1
Male,25,White,Non-Hispanic,12,Employed,40,64000,0,0,0,0,0,0,1,0,1,1
Male,60,White,Non-Hispanic,8,Employed,40,40000,0,0,0,0,0,0,1,0,1,1
Female,62,White,Non-Hispanic,14,Employed,40,33410,0,0,0,0,1,0,1,0,1,1
Male,66,White,Non-Hispanic,12,Not in labor force,0,13900,0,0,0,0,0,0,1,0,0,0
Male,21,White,Non-Hispanic,12,Employed,20,2500,0,0,0,0,0,0,1,0,1,1
Male,31,White,Non-Hispanic,12,Employed,40,44000,0,0,0,0,0,0,1,0,1,1
Female,27,Other,Non-Hispanic,12,Employed,40,30000,0,0,0,0,1,0,0,0,1,1
Female,79,White,Non-Hispanic,,Not in labor force,0,9000,0,0,0,0,1,0,1,0,0,0
Male,24,Other,Hispanic,12,Employed,45,20000,0,0,0,0,0,0,0,1,1,1
Female,66,White,Non-Hispanic,12,Not in labor force,0,29700,0,0,0,0,1,0,1,0,0,0
Male,44,Other,Hispanic,11,Employed,25,30000,0,0,0,0,0,0,0,1,1,1
Male,74,White,Non-Hispanic,14,Not in labor force,0,21600,0,0,0,0,0,0,1,0,0,0
Female,52,White,Non-Hispanic,13,Employed,40,30000,0,0,0,0,1,0,1,0,1,1
Male,72,White,Non-Hispanic,16,Not in labor force,0,72600,1,0,0,0,0,0,1,0,0,0
Male,67,White,Non-Hispanic,12,Not in labor force,0,61000,0,0,0,0,0,0,1,0,0,0
Female,30,Other,Hispanic,13,Employed,30,30000,0,0,0,0,1,0,0,1,1,1
Male,40,White,Non-Hispanic,17,Employed,50,70000,1,1,0,0,0,0,1,0,1,1
Male,25,White,Non-Hispanic,12,Employed,27,14890,0,0,0,0,0,0,1,0,1,1
Male,27,Other,Hispanic,13,Not in labor force,40,47000,0,0,0,0,0,0,0,1,0,0
Male,24,Black,Non-Hispanic,12,Employed,40,32000,0,0,0,0,0,1,0,0,1,1
Male,20,Other,Non-Hispanic,13,Unemployed,0,0,0,0,0,0,0,0,0,0,1,0
Male,32,White,Non-Hispanic,16,Employed,40,65000,1,0,0,0,0,0,1,0,1,1
Male,29,Other,Non-Hispanic,17,Employed,40,95000,1,1,0,0,0,0,0,0,1,1
Male,35,Black,Non-Hispanic,12,Not in labor force,0,5500,0,0,0,0,0,1,0,0,0,0
Male,43,White,Non-Hispanic,16,Employed,35,90000,1,0,0,0,0,0,1,0,1,1
Male,29,White,Non-Hispanic,13,Employed,25,10800,0,0,0,0,0,0,1,0,1,1
Male,67,Black,Non-Hispanic,12,Not in labor force,0,21000,0,0,0,0,0,1,0,0,0,0
Male,63,Other,Non-Hispanic,14,Not in labor force,0,26000,0,0,0,0,0,0,0,0,0,0
Female,56,White,Non-Hispanic,14,Not in labor force,0,42000,0,0,0,0,1,0,1,0,0,0
Male,58,White,Non-Hispanic,17,Employed,40,242000,1,1,0,0,0,0,1,0,1,1
Female,22,White,Non-Hispanic,16,Employed,20,50000,1,0,0,0,1,0,1,0,1,1
Female,34,Other,Non-Hispanic,17,Employed,60,150000,1,0,1,0,1,0,0,0,1,1
Male,28,Other,Hispanic,12,Employed,32,19000,0,0,0,0,0,0,0,1,1,1
Female,59,White,Non-Hispanic,14,Employed,40,27000,0,0,0,0,1,0,1,0,1,1
Female,44,Other,Non-Hispanic,16,Employed,30,15000,1,0,0,0,1,0,0,0,1,1
Male,24,White,Non-Hispanic,12,Employed,50,50000,0,0,0,0,0,0,1,0,1,1
Female,56,White,Non-Hispanic,17,Employed,50,382000,1,0,1,0,1,0,1,0,1,1
Female,25,White,Non-Hispanic,12,Not in labor force,0,8600,0,0,0,0,1,0,1,0,0,0
Female,60,White,Non-Hispanic,17,Not in labor force,0,34000,1,1,0,0,1,0,1,0,0,0
Male,48,White,Non-Hispanic,13,Not in labor force,0,0,0,0,0,0,0,0,1,0,0,0
Female,30,White,Non-Hispanic,14,Employed,40,73000,0,0,0,0,1,0,1,0,1,1
Female,42,White,Non-Hispanic,12,Employed,30,52000,0,0,0,0,1,0,1,0,1,1
